训练集_MAE,训练集_MSE,训练集_RMSE,训练集_R2,验证集_MAE,验证集_MSE,验证集_RMSE,验证集_R2
1.2868791000140418e-15,2.8022688534822504e-30,1.6739978654353924e-15,1.0,1.4041055899671097e-15,3.297844615172105e-30,1.8159968654081165e-15,1.0
