年份,主队名称,客队名称,阶段,阶段类型,参赛次数差,比赛场次差,场均进球差,场均失球差,净胜球差,成绩排名差,近3届场均进球差,近3届胜率差,场均净胜球差,淘汰赛胜率差,小组赛胜率差,场均半场进球差,半场胜率差,交锋胜场,交锋平局,交锋负场,交锋净胜球,交锋总场次,交锋胜率,胜负结果,胜负编码
1974,Netherlands,Sweden,小组赛,0,-3,-17,-1.1052631578947367,1.0526315789473684,-7,-90.0,-0.6666666666666666,-0.6666666666666666,-2.1578947368421053,0.0,0.2727272727272727,-0.5526315789473684,-0.42105263157894735,0,0,0,0,0,0.0,平局,0
1974,Bulgaria,Uruguay,小组赛,0,-3,-17,-1.376068376068376,1.3974358974358974,-40,-90.0,0.008547008547008517,0.008547008547008517,-2.7735042735042734,-1.0,0.013071895424836666,-0.4786324786324787,-0.04700854700854701,0,0,0,0,0,0.0,平局,0
1974,Haiti,Poland,小组赛,0,-1,-1,-5.0,-6.0,1,-10.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0.0,客队胜,-1
1974,Argentina,Italy,小组赛,0,-2,-10,0.09134615384615374,0.5336538461538463,-14,0.0,-0.3928571428571429,-0.0357142857142857,-0.4423076923076925,0.09090909090909094,-0.050000000000000044,0.05769230769230771,-0.033653846153846145,0,0,0,0,0,0.0,平局,0
1974,Scotland,Yugoslavia,小组赛,0,-3,-14,-0.9368421052631579,1.3789473684210525,-16,-70.0,-1.6666666666666667,-1.0,-2.3157894736842106,-1.0,0.03076923076923077,-0.5368421052631578,-0.3684210526315789,0,1,0,0,1,0.0,平局,0
1974,Australia,Chile,小组赛,0,-4,-15,-1.4666666666666666,-1.4666666666666666,0,-80.0,-1.3333333333333333,-0.8888888888888888,0.0,-1.0,-0.9166666666666666,-0.6666666666666666,-0.26666666666666666,0,0,0,0,0,0.0,平局,0
1974,Zaire,Brazil,小组赛,0,-9,-38,-2.710526315789474,-1.2894736842105263,-54,-100.0,-2.466666666666667,-0.9333333333333333,-1.4210526315789476,-0.9333333333333333,-0.8260869565217391,-0.9473684210526315,-0.39473684210526316,0,0,0,0,0,0.0,客队胜,-1
1974,German DR,Germany FR,小组赛,0,-5,-28,-2.607142857142857,-1.6428571428571428,-27,-100.0,-2.25,-0.875,-0.9642857142857144,-1.0,-0.6666666666666666,-1.0357142857142858,-0.4642857142857143,0,0,0,0,0,0.0,主队胜,1
1974,Bulgaria,Netherlands,小组赛,0,1,7,-0.2222222222222222,-0.3333333333333335,-13,0.0,0.7777777777777778,0.7777777777777778,0.11111111111111116,-1.0,-0.2222222222222222,-0.05555555555555558,0.2222222222222222,0,0,0,0,0,0.0,客队胜,-1
1974,Argentina,Haiti,小组赛,0,5,16,1.9375,1.6875,4,100.0,0.8571428571428571,0.7142857142857143,0.25,1.0,0.75,0.75,0.3125,0,0,0,0,0,0.0,主队胜,1
1974,Sweden,Uruguay,小组赛,0,-1,-7,-0.04858299595141702,0.6781376518218625,-20,0.0,-0.10256410256410264,-0.10256410256410264,-0.7267206477732795,0.0,-0.03743315508021383,0.12955465587044523,0.15182186234817813,1,0,1,0,2,0.5,主队胜,1
1974,Poland,Italy,小组赛,0,-6,-25,3.1538461538461537,4.846153846153847,-19,-90.0,-1.25,-0.75,-1.6923076923076925,-0.9090909090909091,0.19999999999999996,-0.6923076923076923,-0.34615384615384615,0,0,0,0,0,0.0,主队胜,1
1974,Yugoslavia,Germany FR,小组赛,0,0,-9,-0.8703007518796992,-0.22180451127819545,-21,-20.0,-0.5833333333333333,0.125,-0.6484962406015038,0.0,0.10256410256410264,-0.29887218045112796,-0.09586466165413537,1,0,2,-2,3,0.3333333333333333,客队胜,-1
1974,Brazil,German DR,小组赛,0,9,38,2.710526315789474,1.2894736842105263,54,100.0,2.466666666666667,0.9333333333333333,1.4210526315789476,0.9333333333333333,0.8260869565217391,0.9473684210526315,0.39473684210526316,0,0,0,0,0,0.0,主队胜,1
1974,Netherlands,Argentina,小组赛,0,-3,-14,-0.9375,1.3125,-8,-90.0,-0.8571428571428571,-0.7142857142857143,-2.25,0.0,0.25,-0.25,-0.3125,0,0,0,0,0,0.0,主队胜,1
1974,Sweden,Poland,小组赛,0,4,18,-2.8947368421052633,-4.052631578947368,4,90.0,0.6666666666666666,0.6666666666666666,1.157894736842105,1.0,-0.2727272727272727,1.0526315789473684,0.42105263157894735,0,0,0,0,0,0.0,客队胜,-1
1974,Argentina,Brazil,小组赛,0,-4,-22,-0.7730263157894739,0.3980263157894737,-50,0.0,-1.6095238095238096,-0.21904761904761905,-1.1710526315789476,0.06666666666666665,-0.07608695652173914,-0.19736842105263153,-0.08223684210526316,0,0,0,0,0,0.0,客队胜,-1
1974,Poland,Yugoslavia,小组赛,0,-4,-18,3.263157894736842,4.578947368421053,-7,-70.0,-1.6666666666666667,-1.0,-1.3157894736842106,-1.0,0.23076923076923073,-0.7368421052631579,-0.3684210526315789,0,0,0,0,0,0.0,主队胜,1
1974,German DR,Netherlands,小组赛,0,-2,-2,-1.0,-3.0,4,-10.0,0.0,0.0,2.0,-1.0,-1.0,-0.5,0.0,0,0,0,0,0,0.0,客队胜,-1
1974,Germany FR,Sweden,小组赛,0,0,9,0.5018796992481205,-0.30451127819548884,24,0.0,1.5833333333333335,0.20833333333333337,0.8063909774436093,0.0,-0.06060606060606066,-0.016917293233082553,0.043233082706766957,0,0,1,-2,1,0.0,主队胜,1
1974,Poland,Germany FR,小组赛,0,-4,-27,2.392857142857143,4.357142857142858,-28,-90.0,-2.25,-0.875,-1.9642857142857144,-1.0,0.33333333333333337,-1.0357142857142858,-0.4642857142857143,0,0,0,0,0,0.0,客队胜,-1
1974,Netherlands,Brazil,小组赛,0,-7,-36,-1.710526315789474,1.7105263157894737,-58,-90.0,-2.466666666666667,-0.9333333333333333,-3.421052631578948,0.06666666666666665,0.17391304347826086,-0.4473684210526315,-0.39473684210526316,0,0,0,0,0,0.0,主队胜,1
1974,Argentina,German DR,小组赛,0,5,16,1.9375,1.6875,4,100.0,0.8571428571428571,0.7142857142857143,0.25,1.0,0.75,0.75,0.3125,0,0,0,0,0,0.0,平局,0
1974,Sweden,Yugoslavia,小组赛,0,0,0,0.36842105263157876,0.5263157894736843,-3,20.0,-1.0,-0.33333333333333337,-0.15789473684210553,0.0,-0.04195804195804198,0.3157894736842105,0.05263157894736842,0,0,0,0,0,0.0,主队胜,1
1974,Brazil,Poland,三四名决赛,1,8,37,-2.289473684210526,-4.7105263157894735,55,90.0,2.466666666666667,0.9333333333333333,2.421052631578948,0.9333333333333333,-0.17391304347826086,0.9473684210526315,0.39473684210526316,1,0,0,1,1,1.0,客队胜,-1
1974,Netherlands,Germany FR,决赛,1,-3,-26,-1.6071428571428572,1.3571428571428572,-31,-90.0,-2.25,-0.875,-2.9642857142857144,0.0,0.33333333333333337,-0.5357142857142858,-0.4642857142857143,0,0,0,0,0,0.0,客队胜,-1
1978,Germany FR,Poland,小组赛,0,4,27,-0.1678571428571427,0.0535714285714286,26,20.0,0.08270676691729317,0.3082706766917293,-0.2214285714285713,0.9285714285714286,0.04761904761904767,-0.375,-0.01428571428571429,1,0,0,1,1,1.0,平局,0
1978,Italy,France,小组赛,0,2,12,-0.40770791075050705,-0.7687626774847871,14,20.0,0.7500000000000001,0.08333333333333337,0.36105476673428005,-0.09090909090909094,-0.13888888888888884,-0.4036511156186613,-0.04259634888438135,1,0,0,2,1,1.0,主队胜,1
1978,Tunisia,Mexico,小组赛,0,-7,-21,-0.9047619047619048,-2.380952380952381,31,-40.0,-1.0,-0.5714285714285714,1.4761904761904763,-1.0,-0.8,-0.2857142857142857,-0.14285714285714285,0,0,0,0,0,0.0,主队胜,1
1978,Argentina,Hungary,小组赛,0,0,-1,-1.2252964426877473,0.2944664031620554,-35,0.0,-0.7,-0.4,-1.5197628458498027,0.0,-0.17948717948717952,-0.6620553359683794,-0.2055335968379447,0,1,0,0,1,0.0,主队胜,1
1978,Sweden,Brazil,小组赛,0,-4,-20,-0.5422222222222222,0.5422222222222222,-52,0.0,-0.8125,-0.13194444444444442,-1.0844444444444443,0.125,-0.07707910750507097,0.03555555555555556,0.0044444444444444176,0,0,3,-11,3,0.0,平局,0
1978,Austria,Spain,小组赛,0,-1,-3,0.8333333333333333,0.6333333333333331,3,40.0,-1.3333333333333333,-1.0,0.20000000000000018,0.33333333333333337,-0.11666666666666659,0.5666666666666668,0.15000000000000002,0,0,0,0,0,0.0,主队胜,1
1978,Peru,Scotland,小组赛,0,-1,-2,0.7916666666666667,0.2916666666666665,5,30.0,1.25,1.0,0.5000000000000002,1.0,0.5,-0.041666666666666685,-0.125,0,0,0,0,0,0.0,主队胜,1
1978,Netherlands,IR Iran,小组赛,0,3,9,1.8888888888888888,1.0,8,100.0,2.142857142857143,0.2857142857142857,0.8888888888888888,0.5,0.42857142857142855,0.8888888888888888,0.4444444444444444,0,0,0,0,0,0.0,主队胜,1
1978,Italy,Hungary,小组赛,0,2,6,-1.2158920539730136,-0.3058470764617691,-17,0.0,-0.5833333333333333,-0.25,-0.9100449775112445,-0.09090909090909094,-0.06837606837606836,-0.7796101949025487,-0.1679160419790105,1,0,0,2,1,1.0,主队胜,1
1978,Poland,Tunisia,小组赛,0,2,8,2.625,1.375,10,80.0,2.2857142857142856,0.42857142857142855,1.25,0.0,0.5714285714285714,1.375,0.5,0,0,0,0,0,0.0,主队胜,1
1978,Germany FR,Mexico,小组赛,0,-1,14,1.5523809523809526,-0.9523809523809523,67,60.0,1.3684210526315788,0.16541353383458646,2.5047619047619047,-0.0714285714285714,-0.18095238095238098,0.7142857142857143,0.34285714285714286,0,0,0,0,0,0.0,主队胜,1
1978,Argentina,France,小组赛,0,0,5,-0.41711229946524075,-0.16844919786096257,-4,20.0,0.6333333333333334,-0.06666666666666665,-0.24866310160427818,0.0,-0.25,-0.286096256684492,-0.08021390374331555,1,0,0,1,1,1.0,主队胜,1
1978,Brazil,Spain,小组赛,0,6,30,1.0888888888888888,-0.3555555555555556,59,60.0,0.47916666666666674,-0.3125,1.4444444444444444,0.20833333333333337,-0.19252873563218387,0.24444444444444446,0.0888888888888889,2,0,1,4,3,0.6666666666666666,平局,0
1978,Austria,Sweden,小组赛,0,-3,-13,0.2866666666666666,0.44666666666666655,-4,-20.0,-1.0,-0.5555555555555556,-0.15999999999999992,0.0,0.15294117647058825,0.28666666666666674,0.0566666666666667,0,0,0,0,0,0.0,主队胜,1
1978,Scotland,IR Iran,小组赛,0,3,8,0.875,1.875,-8,10.0,1.0,0.0,-1.0,0.0,0.5,0.375,0.125,0,0,0,0,0,0.0,平局,0
1978,Netherlands,Peru,小组赛,0,1,3,0.2222222222222221,-1.1666666666666665,11,60.0,-0.1071428571428572,-0.7142857142857143,1.3888888888888886,-0.5,-0.5714285714285714,0.5555555555555556,0.4444444444444444,0,0,0,0,0,0.0,平局,0
1978,France,Hungary,小组赛,0,0,-6,-0.8081841432225065,0.462915601023018,-31,-20.0,-1.3333333333333335,-0.33333333333333337,-1.2710997442455245,0.0,0.07051282051282048,-0.3759590792838874,-0.12531969309462915,0,0,0,0,0,0.0,主队胜,1
1978,Poland,Mexico,小组赛,0,-5,-13,1.7202380952380953,-1.005952380952381,41,40.0,1.2857142857142856,-0.14285714285714285,2.7261904761904763,-1.0,-0.22857142857142865,1.0892857142857144,0.35714285714285715,0,0,0,0,0,0.0,主队胜,1
1978,Germany FR,Tunisia,小组赛,0,6,35,2.4571428571428573,1.4285714285714286,36,100.0,2.3684210526315788,0.7368421052631579,1.0285714285714287,0.9285714285714286,0.6190476190476191,1.0,0.4857142857142857,0,0,0,0,0,0.0,平局,0
1978,Italy,Argentina,小组赛,0,2,7,0.009404388714733702,-0.6003134796238245,18,0.0,0.1166666666666667,0.15000000000000002,0.6097178683385582,-0.09090909090909094,0.11111111111111116,-0.11755485893416928,0.0376175548589342,0,1,0,0,1,0.0,主队胜,1
1978,Brazil,Austria,小组赛,0,7,33,0.25555555555555554,-0.9888888888888887,56,20.0,1.8125,0.6875,1.2444444444444442,-0.125,-0.07586206896551728,-0.3222222222222223,-0.061111111111111116,1,0,0,3,1,1.0,主队胜,1
1978,Spain,Sweden,小组赛,0,-2,-10,-0.5466666666666666,-0.18666666666666654,-7,-60.0,0.33333333333333326,0.4444444444444444,-0.3600000000000001,-0.33333333333333337,0.26960784313725483,-0.28,-0.09333333333333332,0,0,1,-2,1,0.0,主队胜,1
1978,Peru,Iran,小组赛,0,2,6,1.6666666666666667,2.1666666666666665,-3,40.0,2.25,1.0,-0.4999999999999998,1.0,1.0,0.3333333333333333,0.0,0,0,0,0,0,0.0,主队胜,1
1978,Scotland,Netherlands,小组赛,0,0,-1,-1.0138888888888888,0.875,-16,-90.0,-1.1428571428571428,-0.2857142857142857,-1.8888888888888888,-0.5,0.07142857142857145,-0.5138888888888888,-0.3194444444444444,0,0,0,0,0,0.0,主队胜,1
1978,Germany FR,Italy,小组赛,0,-2,6,0.6295566502463055,0.2561576354679804,17,0.0,0.951754385964912,-0.013157894736842146,0.37339901477832504,0.019480519480519543,-0.15873015873015872,0.3448275862068966,0.1753694581280788,0,1,1,-1,2,0.0,平局,0
1978,Netherlands,Austria,小组赛,0,0,-3,-0.2777777777777777,-1.1666666666666665,8,20.0,2.142857142857143,0.2857142857142857,0.8888888888888888,-0.5,-0.3714285714285715,-0.2777777777777779,0.027777777777777735,0,0,0,0,0,0.0,主队胜,1
1978,Brazil,Peru,小组赛,0,8,39,0.7555555555555553,-0.9888888888888887,59,60.0,-0.4375,-0.3125,1.744444444444444,-0.125,-0.27586206896551724,0.5111111111111111,0.35555555555555557,1,0,0,2,1,1.0,主队胜,1
1978,Argentina,Poland,小组赛,0,4,14,-0.8068181818181819,0.3977272727272727,-9,20.0,-0.9857142857142855,0.17142857142857143,-1.2045454545454546,1.0,0.09523809523809523,-0.6022727272727273,-0.2272727272727273,0,0,1,-1,1,0.0,主队胜,1
1978,Poland,Peru,小组赛,0,0,2,0.9583333333333333,-0.7916666666666665,13,40.0,0.03571428571428559,-0.5714285714285714,1.7499999999999998,-1.0,-0.4285714285714286,1.0416666666666667,0.5,0,0,0,0,0,0.0,主队胜,1
1978,Italy,Austria,小组赛,0,5,17,-0.3390804597701147,-0.9942528735632183,19,20.0,1.4166666666666667,0.75,0.6551724137931036,-0.09090909090909094,-0.022222222222222254,-0.5114942528735633,-0.10632183908045978,1,0,0,1,1,1.0,主队胜,1
1978,Germany FR,Netherlands,小组赛,0,3,26,0.5682539682539685,0.4285714285714286,28,0.0,0.22556390977443597,0.45112781954887216,0.13968253968253985,0.4285714285714286,0.19047619047619052,0.11111111111111116,0.04126984126984129,1,0,0,1,1,1.0,平局,0
1978,Argentina,Brazil,小组赛,0,-4,-23,-0.6040404040404039,0.5949494949494949,-55,0.0,-0.5125,-0.08750000000000002,-1.1989898989898988,0.125,-0.05747126436781613,-0.07171717171717173,-0.08282828282828286,0,0,1,-1,1,0.0,平局,0
1978,Netherlands,Italy,小组赛,0,-5,-20,0.061302681992337016,-0.17241379310344818,-11,0.0,0.726190476190476,-0.4642857142857143,0.2337164750957852,-0.40909090909090906,-0.34920634920634924,0.23371647509578541,0.1340996168582375,0,0,0,0,0,0.0,主队胜,1
1978,Austria,Germany FR,小组赛,0,-3,-23,-0.2904761904761908,0.7380952380952379,-36,-20.0,-2.3684210526315788,-0.7368421052631579,-1.0285714285714287,0.0714285714285714,0.18095238095238098,0.16666666666666674,-0.06904761904761902,0,0,1,-5,1,0.0,主队胜,1
1978,Brazil,Poland,小组赛,0,8,37,-0.20277777777777795,-0.1972222222222222,46,20.0,-0.4732142857142856,0.25892857142857145,-0.005555555555555758,0.875,0.15270935960591137,-0.5305555555555556,-0.14444444444444443,1,0,1,0,2,0.5,主队胜,1
1978,Argentina,Peru,小组赛,0,4,16,0.15151515151515138,-0.3939393939393938,4,60.0,-0.95,-0.4,0.5454545454545452,0.0,-0.33333333333333337,0.4393939393939394,0.2727272727272727,0,0,0,0,0,0.0,主队胜,1
1978,Brazil,Italy,三四名决赛,1,2,16,0.5946360153256702,0.005363984674329636,37,0.0,0.39583333333333326,-0.0625,0.5892720306513406,-0.03409090909090906,-0.05363984674329503,0.18927203065134102,0.04521072796934866,1,0,1,2,2,0.5,主队胜,1
1978,Argentina,Netherlands,决赛,1,3,13,-0.07070707070707072,0.7727272727272727,-7,0.0,-0.8428571428571427,0.3142857142857143,-0.8434343434343434,0.5,0.23809523809523808,-0.11616161616161613,-0.1717171717171717,0,0,1,-4,1,0.0,主队胜,1
1982,Argentina,Belgium,小组赛,0,2,20,0.5632183908045978,-1.2950191570881224,25,90.0,0.512820512820513,-0.3076923076923077,1.8582375478927202,0.0,-0.16666666666666663,0.31417624521072796,0.0881226053639847,0,0,0,0,0,0.0,客队胜,-1
1982,Italy,Poland,小组赛,0,6,22,-0.20634920634920628,-0.10317460317460303,12,20.0,-0.1923076923076923,0.13461538461538458,-0.10317460317460325,0.9166666666666666,0.09935897435897434,-0.3055555555555556,-0.06746031746031744,0,0,1,-1,1,0.0,平局,0
1982,Brazil,Soviet Union,小组赛,0,7,33,0.7095141700404857,-0.028340080971660075,54,20.0,0.25,-0.15000000000000002,0.7378542510121457,-0.11764705882352944,-0.08351648351648355,0.14271255060728738,-0.02226720647773278,1,0,0,2,1,1.0,主队胜,1
1982,Peru,Cameroon,小组赛,0,3,12,1.4166666666666667,2.0833333333333335,-8,40.0,1.6,0.9,-0.6666666666666667,1.0,0.9090909090909091,0.5,0.08333333333333333,0,0,0,0,0,0.0,平局,0
1982,Hungary,El Salvador,小组赛,0,6,23,2.8076923076923075,-1.3846153846153846,40,90.0,1.0,0.0,4.192307692307692,1.0,-0.125,1.3461538461538463,0.4230769230769231,0,0,0,0,0,0.0,主队胜,1
1982,Scotland,New Zealand,小组赛,0,4,11,1.0909090909090908,1.9090909090909092,-9,10.0,1.3333333333333333,0.3333333333333333,-0.8181818181818183,0.0,0.5454545454545454,0.5454545454545454,0.18181818181818182,0,0,0,0,0,0.0,主队胜,1
1982,Germany FR,Algeria,小组赛,0,7,41,2.341463414634146,1.3414634146341464,41,100.0,2.1052631578947367,0.5789473684210527,0.9999999999999998,0.9285714285714286,0.5555555555555556,1.0,0.4634146341463415,0,0,0,0,0,0.0,客队胜,-1
1982,England,France,小组赛,0,-1,4,-0.7333333333333332,-0.7333333333333332,1,20.0,-0.6666666666666667,0.0,0.0,0.0,-0.2666666666666667,-0.7250000000000001,-0.09999999999999998,1,0,0,2,1,1.0,主队胜,1
1982,Spain,Honduras,小组赛,0,5,18,1.2222222222222223,1.3888888888888888,-3,40.0,0.6666666666666666,0.6666666666666666,-0.16666666666666652,0.6666666666666666,0.8666666666666667,0.5555555555555556,0.2222222222222222,0,0,0,0,0,0.0,平局,0
1982,Chile,Austria,小组赛,0,1,0,-0.5555555555555556,-0.6666666666666667,2,0.0,-0.8333333333333335,-0.6666666666666667,0.11111111111111116,0.0,-0.10909090909090902,-0.33333333333333326,-0.1111111111111111,0,0,0,0,0,0.0,客队胜,-1
1982,Czechoslovakia,Kuwait,小组赛,0,6,22,1.4545454545454546,1.6363636363636365,-4,100.0,0.6666666666666666,1.0,-0.18181818181818188,0.8888888888888888,0.8461538461538461,0.5909090909090909,0.2727272727272727,0,0,0,0,0,0.0,平局,0
1982,Yugoslavia,Northern Ireland,小组赛,0,5,20,0.6000000000000001,-0.6399999999999999,15,40.0,2.0,0.5,1.24,0.0,-0.06578947368421051,0.28,0.12,0,0,0,0,0,0.0,平局,0
1982,Italy,Peru,小组赛,0,6,24,0.3055555555555556,-0.9722222222222223,30,60.0,-0.10000000000000009,-0.15000000000000002,1.277777777777778,-0.08333333333333337,-0.11742424242424243,0.19444444444444442,0.2777777777777778,0,0,0,0,0,0.0,平局,0
1982,Argentina,Hungary,小组赛,0,0,3,-0.9111405835543764,-0.13262599469496017,-19,0.0,0.8461538461538463,-0.3076923076923077,-0.7785145888594163,0.0,-0.16666666666666663,-0.5875331564986739,-0.11273209549071617,1,1,0,1,2,0.5,主队胜,1
1982,Brazil,Scotland,小组赛,0,7,41,1.1975524475524475,-0.8321678321678323,72,90.0,0.41666666666666674,0.26666666666666666,2.02972027972028,0.8823529411764706,0.1402597402597403,0.28146853146853146,0.16433566433566432,0,1,0,0,1,0.0,主队胜,1
1982,Poland,Cameroon,小组赛,0,3,14,1.9285714285714286,1.2142857142857142,10,80.0,1.6923076923076923,0.6153846153846154,0.7142857142857144,0.0,0.6923076923076923,1.0,0.42857142857142855,0,0,0,0,0,0.0,平局,0
1982,Belgium,El Salvador,小组赛,0,4,6,1.3333333333333333,-0.22222222222222232,-4,0.0,1.3333333333333333,0.0,1.5555555555555556,1.0,-0.125,0.4444444444444444,0.2222222222222222,1,0,0,3,1,1.0,主队胜,1
1982,Soviet Union,New Zealand,小组赛,0,4,19,1.5789473684210527,1.105263157894737,9,80.0,1.5,0.75,0.4736842105263157,1.0,0.7692307692307693,0.6842105263157895,0.3684210526315789,0,0,0,0,0,0.0,主队胜,1
1982,Germany FR,Chile,小组赛,0,2,23,1.0636856368563685,0.008130081300813163,42,20.0,1.7719298245614035,0.24561403508771934,1.0555555555555554,-0.0714285714285714,-0.24444444444444446,0.4444444444444444,0.24119241192411928,2,0,0,3,2,1.0,主队胜,1
1982,England,Czechoslovakia,小组赛,0,0,2,-0.037878787878787845,-0.4696969696969697,10,0.0,0.33333333333333337,0.0,0.4318181818181819,0.11111111111111116,-0.17948717948717952,-0.21590909090909094,-0.022727272727272707,1,0,0,1,1,1.0,主队胜,1
1982,Spain,Yugoslavia,小组赛,0,-1,-7,-0.5777777777777777,0.028888888888888742,-14,-40.0,-1.3333333333333335,0.16666666666666663,-0.6066666666666665,-0.33333333333333337,0.1824561403508772,-0.3244444444444444,-0.0977777777777778,0,0,0,0,0,0.0,主队胜,1
1982,Algeria,Austria,小组赛,0,-4,-18,-1.8333333333333333,-2.0,3,-80.0,-1.1666666666666667,-1.0,0.16666666666666674,-1.0,-0.9090909090909091,-0.8888888888888888,-0.3333333333333333,0,0,0,0,0,0.0,客队胜,-1
1982,France,Kuwait,小组赛,0,7,20,2.15,1.9,5,80.0,1.6666666666666667,1.0,0.25,1.0,0.9333333333333333,1.1,0.35,0,0,0,0,0,0.0,主队胜,1
1982,Honduras,Northern Ireland,小组赛,0,-1,-5,-1.2,-2.0,4,-40.0,0.0,0.0,0.8,-1.0,-0.75,-0.6,-0.2,0,0,0,0,0,0.0,平局,0
1982,Poland,Peru,小组赛,0,0,2,0.5119047619047619,-0.8690476190476193,18,40.0,0.0923076923076922,-0.2846153846153846,1.3809523809523812,-1.0,-0.21678321678321677,0.5,0.34523809523809523,1,0,0,1,1,1.0,主队胜,1
1982,Belgium,Hungary,小组赛,0,-2,-17,-1.4743589743589742,1.1623931623931623,-44,-90.0,0.33333333333333326,0.0,-2.6367521367521363,0.0,0.0,-0.9017094017094018,-0.20085470085470086,0,0,0,0,0,0.0,平局,0
1982,Soviet Union,Scotland,小组赛,0,0,8,0.4880382775119618,-0.8038277511961722,18,70.0,0.16666666666666674,0.4166666666666667,1.291866028708134,1.0,0.22377622377622386,0.13875598086124408,0.1866028708133971,0,0,0,0,0,0.0,平局,0
1982,Italy,Cameroon,小组赛,0,9,36,1.7222222222222223,1.1111111111111112,22,100.0,1.5,0.75,0.6111111111111112,0.9166666666666666,0.7916666666666666,0.6944444444444444,0.3611111111111111,0,0,0,0,0,0.0,平局,0
1982,Argentina,El Salvador,小组赛,0,6,26,1.896551724137931,-1.5172413793103448,21,90.0,1.8461538461538463,-0.3076923076923077,3.413793103448276,1.0,-0.29166666666666663,0.7586206896551724,0.3103448275862069,0,0,0,0,0,0.0,主队胜,1
1982,Brazil,New Zealand,小组赛,0,11,52,2.2884615384615383,1.0769230769230769,63,100.0,1.75,0.6,1.2115384615384615,0.8823529411764706,0.6857142857142857,0.8269230769230769,0.34615384615384615,0,0,0,0,0,0.0,主队胜,1
1982,Algeria,Chile,小组赛,0,-5,-18,-1.2777777777777777,-1.3333333333333333,1,-80.0,-0.3333333333333333,-0.3333333333333333,0.05555555555555558,-1.0,-0.8,-0.5555555555555556,-0.2222222222222222,0,0,0,0,0,0.0,主队胜,1
1982,France,Czechoslovakia,小组赛,0,1,-2,0.6954545454545453,0.26363636363636345,9,-20.0,1.0,0.0,0.4318181818181819,0.11111111111111116,0.0871794871794872,0.5090909090909091,0.07727272727272727,0,0,0,0,0,0.0,平局,0
1982,Honduras,Yugoslavia,小组赛,0,-6,-25,-1.8,-1.36,-11,-80.0,-2.0,-0.5,-0.43999999999999995,-1.0,-0.6842105263157895,-0.88,-0.32,0,0,0,0,0,0.0,客队胜,-1
1982,Germany FR,Austria,小组赛,0,3,23,0.5081300813008129,-0.6585365853658536,44,20.0,0.93859649122807,-0.42105263157894735,1.1666666666666665,-0.0714285714285714,-0.3535353535353535,0.11111111111111116,0.13008130081300817,1,0,1,4,2,0.5,主队胜,1
1982,England,Kuwait,小组赛,0,6,24,1.4166666666666667,1.1666666666666667,6,100.0,1.0,1.0,0.25,1.0,0.6666666666666666,0.375,0.25,0,0,0,0,0,0.0,主队胜,1
1982,Northern Ireland,Spain,小组赛,0,-4,-13,-0.022222222222222365,0.6111111111111112,-1,0.0,-0.6666666666666666,-0.6666666666666666,-0.6333333333333335,0.33333333333333337,-0.1166666666666667,0.0444444444444444,-0.0222222222222222,0,0,0,0,0,0.0,主队胜,1
1982,Austria,France,小组赛,0,-3,-2,-0.31666666666666665,0.10000000000000009,-8,0.0,-0.5,0.0,-0.41666666666666674,0.0,-0.024242424242424288,-0.21111111111111125,-0.016666666666666663,1,0,0,1,1,1.0,客队胜,-1
1982,Poland,Belgium,小组赛,0,-2,5,0.5952380952380953,-1.5634920634920635,23,70.0,0.35897435897435903,-0.3846153846153846,2.158730158730159,-1.0,-0.1826923076923077,0.5555555555555556,0.20634920634920634,0,0,0,0,0,0.0,主队胜,1
1982,Italy,Argentina,小组赛,0,2,7,-0.17432950191570873,-0.3716475095785441,10,0.0,-0.34615384615384626,0.05769230769230771,0.19731800766283536,-0.08333333333333337,0.08333333333333326,-0.06417624521072796,0.0507662835249042,1,1,0,1,2,0.5,主队胜,1
1982,Germany FR,England,小组赛,0,1,17,0.9247967479674795,0.17479674796747968,35,0.0,1.1052631578947367,-0.42105263157894735,0.7499999999999998,-0.0714285714285714,-0.11111111111111105,0.625,0.2134146341463415,1,0,1,-1,2,0.5,平局,0
1982,Austria,Northern Ireland,小组赛,0,3,13,0.6333333333333333,0.0,1,40.0,1.1666666666666667,1.0,0.6333333333333333,0.0,0.15909090909090906,0.28888888888888886,0.1333333333333333,0,0,0,0,0,0.0,平局,0
1982,Belgium,Soviet Union,小组赛,0,1,-10,-0.2456140350877194,1.6725146198830407,-22,-70.0,-0.16666666666666674,0.25,-1.9181286549707601,0.0,0.10576923076923073,-0.23976608187134507,-0.14619883040935672,0,0,1,-3,1,0.0,客队胜,-1
1982,Argentina,Brazil,小组赛,0,-4,-23,-0.3919098143236073,0.4058355437665784,-51,0.0,0.09615384615384626,0.09230769230769231,-0.7977453580901857,0.11764705882352944,0.02261904761904765,-0.0683023872679045,-0.03580901856763924,0,1,1,-1,2,0.0,客队胜,-1
1982,Germany FR,Spain,小组赛,0,2,23,1.1192411924119239,-0.04742547425474242,44,60.0,1.4385964912280702,-0.08771929824561397,1.1666666666666663,0.261904761904762,-0.3111111111111111,0.4444444444444444,0.24119241192411928,1,0,0,1,1,1.0,主队胜,1
1982,France,Northern Ireland,小组赛,0,6,15,0.95,-0.10000000000000009,9,40.0,1.6666666666666667,1.0,1.05,0.0,0.18333333333333335,0.5000000000000001,0.14999999999999997,1,0,0,4,1,1.0,主队胜,1
