场均进球,进球中位数,进球最大值,进球最小值,进球标准差,场均主队进球,场均客队进球,主队胜率,客队胜率,平局率,场均观众人数,观众人数中位数,半场进球占比
2.8333,3.0,12,0,1.9543,1.811,1.0223,0.5728,0.2042,0.223,44921.9359,41579.5,0.4014
